Data set,Best solution,Generation,Time
berlin52,8776.761874927946,800,10.35764217376709
berlin52,8533.553217290668,800,10.364584922790527
berlin52,8512.40798307589,800,10.444387912750244
berlin52,8493.060074337782,800,10.4214928150177
berlin52,8390.610535527738,800,10.368263244628906
berlin52,8332.252852783247,800,10.635102033615112
berlin52,8325.91450174212,800,10.344635009765623
berlin52,8209.907100345114,800,10.575369834899902
berlin52,8155.292753914177,800,11.690680742263794
berlin52,8065.83180922781,800,10.805124044418337
